title,Final song title,version,titleStripped,automatedFinalTitle,finalTitleComparison,automatedVersion,versionComparison
Where Do All The Kids Hang Out 4 verse melody @85,,4,where do all the kids hang out,where do all the kids hang out,previously missing,4.0,match
Where Do All The Kids Hang Out 5 in B @85,,5,where do all the kids hang out,where do all the kids hang out,previously missing,5.0,match
Where Do All The Kids Hang Out 6 chorus fix @85,,6,where do all the kids hang out,where do all the kids hang out,previously missing,6.0,match
Why Am I Getting So Upset - v4,Why Am I Getting So Upset,4,why am i getting so upset,why am i getting so upset,Match,4.0,match
Why Am I Getting So Upset 11,Why Am I Getting So Upset,11,why am i getting so upset,why am i getting so upset,Match,11.0,match
Why Am I Getting So Upset 11 2,Why Am I Getting So Upset,11,why am i getting so upset,why am i getting so upset,Match,11.0,match
Why Am I Getting So Upset 8 og,Why Am I Getting So Upset,8,why am i getting so upset,why am i getting so upset,Match,8.0,match
why can't you be there 3,Why Can't You Be There,3,why can't you be there,why can't you be there,Match,3.0,match
Why Do We Hurt Each Other 2,Why Do We Hurt Each Other,2,why do we hurt each other,why do we hurt each other,Match,2.0,match
Why Won't You Love Me - v13 easy @67,Why Won't You Love Me,13,why won't you love me,why won't you love me,Match,13.0,match
Why Won't You Love Me - v3 - v@120,Why Won't You Love Me,3,why won't you love me,why won't you love me,Match,3.0,match
Why Won't You Love Me - v4 @ 130,Why Won't You Love Me,4,why won't you love me,why won't you love me,Match,4.0,match
Why Won't You Love Me - v5 same chord,Why Won't You Love Me,5,why won't you love me,why won't you love me,Match,5.0,match
Why Won't You Love Me 14 drumless @67,Why Won't You Love Me,14,why won't you love me,why won't you love me,Match,14.0,match
Why Won't You Love Me 7 new melod,Why Won't You Love Me,7,why won't you love me,why won't you love me,Match,7.0,match
Why Won't You Love Me 8 OG melody,Why Won't You Love Me,8,why won't you love me,why won't you love me,Match,8.0,match
Wild Animals 4,,4,wild animals,wild animals,previously missing,4.0,match
Working Man - v3,Working Man,3,working man,working man,Match,3.0,match
You And Me Together 2013,Prom Night,20,you and me together,you and me together,Different,2013.0,Different
You Came To Get Some 2,You Came to Get Some,2,you came to get some,you came to get some,Match,2.0,match
You Could Take Me Anywhere 10,Friend of a Friend,10,you could take me anywhere,you could take me anywhere,Different,10.0,match
You Could Take Me Anywhere 8,Friend of a Friend,8,you could take me anywhere,you could take me anywhere,Different,8.0,match
You Could Take Me Anywhere 9,Friend of a Friend,9,you could take me anywhere,you could take me anywhere,Different,9.0,match
You Don't Have To Be Perfect For Me 3 @70,,3,you don't have to be perfect for me,you don't have to be perfect for me,previously missing,3.0,match
You Don't Have To Be Perfect For Me 4 @70 hip hop,,4,you don't have to be perfect for me,you don't have to be perfect for me,previously missing,4.0,match
You Make Me Believe In God 5 @ 120,You Make Believe In God,5,you make me believe in god,you make me believe in god,Different,5.0,match
You Make Me Believe In God 6 @122,You Make Believe In God,6,you make me believe in god,you make me believe in god,Different,6.0,match
You Make Me Believe In God 7 @122,You Make Believe In God,7,you make me believe in god,you make me believe in god,Different,7.0,match
You Were Right here All Along 4,,4,you were right here all along,you were right here all along,previously missing,4.0,match
You're Beautiful To Me - v10,You're Beautiful To Me,10,you're beautiful to me,you're beautiful to me,Match,10.0,match
You're Beautiful To me 11,You're Beautiful To Me,11,you're beautiful to me,you're beautiful to me,Match,11.0,match
You're Beautiful To me 12,You're Beautiful To Me,12,you're beautiful to me,you're beautiful to me,Match,12.0,match
You're Beautiful To me 14,You're Beautiful To Me,14,you're beautiful to me,you're beautiful to me,Match,14.0,match
You're Beautiful To me 6,You're Beautiful To Me,6,you're beautiful to me,you're beautiful to me,Match,6.0,match
You're Beautiful To me 7,You're Beautiful To Me,7,you're beautiful to me,you're beautiful to me,Match,7.0,match
You're Beautiful To me 8,You're Beautiful To Me,8,you're beautiful to me,you're beautiful to me,Match,8.0,match
You're Beautiful To me 9,You're Beautiful To Me,9,you're beautiful to me,you're beautiful to me,Match,9.0,match
You're Prettier Than You Think - v4,You're Prettier Than You Think,4,you're prettier than you think,you're prettier than you think,Match,4.0,match
You're Prettier Than You Think 2,You're Prettier Than You Think,2,you're prettier than you think,you're prettier than you think,Match,2.0,match
You're Prettier Than You Think 3,You're Prettier Than You Think,3,you're prettier than you think,you're prettier than you think,Match,3.0,match
????? Instrumental,?????,2,????? instrumental,????? instrumental,Different,,Different
